Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Drake Green, Payten Ricks",125.0,236.5,6.81,90.55793991416309,83.75,90.56,86.27,51.5,87.12,9.01,22.75,0.0,0.0,6.87,34.33,0.0,5.58,4.72,19.74,28.76,41.2,Abilene Christian Wildcats
"Hayden Howell, Payten Ricks",125.0,236.5,6.81,90.55793991416309,83.75,90.56,86.27,51.5,87.12,9.01,22.75,0.0,0.0,6.87,34.33,0.0,5.58,4.72,19.74,28.76,41.2,Abilene Christian Wildcats
"Jovan Crnic, Payten Ricks",125.0,236.5,6.81,90.55793991416309,83.75,90.56,86.27,51.5,87.12,9.01,22.75,0.0,0.0,6.87,34.33,0.0,5.58,4.72,19.74,28.76,41.2,Abilene Christian Wildcats
"Hayden Howell, Jalone Friday",215.0,411.0,4.94,90.88607594936708,85.94847775175644,90.89,92.91,46.58,90.89,11.14,28.35,0.0,0.0,9.62,28.61,0.0,7.85,2.78,18.73,29.87,38.23,Abilene Christian Wildcats
"Drake Green, Jovan Crnic",405.0,811.5,3.68,87.5784190715182,83.89830508474576,87.58,86.95,47.93,90.97,8.66,22.96,0.0,0.0,9.16,33.63,0.0,9.66,4.39,18.19,27.23,42.79,Abilene Christian Wildcats
"Hayden Howell, Jovan Crnic",405.0,811.5,3.68,87.5784190715182,83.89830508474576,87.58,86.95,47.93,90.97,8.66,22.96,0.0,0.0,9.16,33.63,0.0,9.66,4.39,18.19,27.23,42.79,Abilene Christian Wildcats
"Jaren Lewis, Jovan Crnic",405.0,811.5,3.68,87.5784190715182,83.89830508474576,87.58,86.95,47.93,90.97,8.66,22.96,0.0,0.0,9.16,33.63,0.0,9.66,4.39,18.19,27.23,42.79,Abilene Christian Wildcats
"Drake Green, Hayden Howell",535.0,1067.0,3.58,88.56053384175405,84.97695852534562,88.56,87.89,47.86,90.56,8.96,22.69,0.0,0.0,8.2,32.13,0.0,10.01,3.91,17.64,26.98,40.33,Abilene Christian Wildcats
"Jaren Lewis, Payten Ricks",205.0,405.0,3.57,93.18181818181817,89.61352657004831,93.18,93.69,51.52,89.9,9.6,23.23,0.0,0.0,8.08,31.31,0.0,6.82,3.28,18.18,29.29,39.39,Abilene Christian Wildcats
"Jalone Friday, Payten Ricks",40.0,87.5,3.36,95.40229885057471,92.04545454545455,95.4,93.1,54.02,90.8,12.64,24.14,0.0,0.0,6.9,26.44,0.0,8.05,2.3,16.09,28.74,33.34,Abilene Christian Wildcats
"Hayden Howell, Jaren Lewis",780.0,1545.5,3.13,87.00527704485488,83.87301587301587,87.01,87.14,47.03,90.83,9.3,24.21,0.0,0.0,9.3,31.0,0.0,9.43,3.89,18.47,28.17,40.3,Abilene Christian Wildcats
"Hayden Howell, Jaylen Franklin",615.0,1233.0,2.6,86.76592224979322,84.1686555290374,86.77,87.51,46.73,91.23,9.26,24.32,0.0,0.0,9.43,30.27,0.0,10.42,3.64,18.2,28.29,39.7,Abilene Christian Wildcats
