athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
4702387,Jalen Terry,2199,Eastern Michigan Eagles,108.7819,111.1069,-2.3249,49.7207,151.6923,-101.9716,99.6467,70.7047,45.6385,57.4188,0.6042,2.9323,0.5035,100.0,0.4619,0.5282,0.3498,0.3788,0.3328,0.7453,0.4561,0.5277,0.3686,0.3883,0.6726,0.3264,33.8254,16.5196,16.462,2100.5326,2107.8808,12.0674,17.7992,2285.0,2342.0,6.0,27.0,1758.0,812.0,666.0,233.0,1754.0,800.0,681.0,251.0,347.0,713.0,347.0,716.0
5241848,Gloire Goma,2934,Cal State Bakersfield Roadrunners,154.1962,66.3828,87.8134,106.2285,117.7514,-11.5229,99.3363,99.9147,99.4559,99.9658,62.0594,34.2311,45.6949,99.9765,0.5357,0.6131,0.4194,0.369,0.2738,0.8261,0.3175,0.3571,0.2083,0.381,0.7826,0.5581,45.0902,30.3337,12.5251,79.12,79.84,674.96,664.96,122.0,53.0,717.0,783.0,84.0,45.0,31.0,13.0,63.0,20.0,24.0,5.0,24.0,36.0,10.0,19.0
4897197,Augustas Marciulionis,2608,Saint Mary's Gaels,115.1519,93.4491,21.7028,53.4722,127.57,-74.0978,95.8006,88.5514,95.0689,96.2906,1.4728,21.5077,6.0297,99.953,0.4572,0.5117,0.3307,0.3299,0.3121,0.694,0.4047,0.4524,0.3097,0.3077,0.7297,0.436,40.1735,25.0836,14.8844,2065.0982,2075.9963,26.1818,29.0037,2378.0,1940.0,14.0,37.0,1916.0,876.0,632.0,209.0,1784.0,722.0,549.0,170.0,518.0,834.0,309.0,670.0
5176337,Walker Andrews,2678,VMI Keydets,131.8821,62.5707,69.3114,99.5668,111.3994,-11.8326,81.1441,99.0957,99.5409,99.8803,45.9089,46.8286,45.3424,99.9295,0.5,0.6341,0.4583,0.5854,0.378,0.6129,0.2875,0.3062,0.1364,0.275,0.7119,0.5,45.3098,26.8053,18.3397,93.2651,92.6952,797.4549,799.8248,123.0,58.0,794.0,891.0,82.0,41.0,48.0,22.0,80.0,23.0,22.0,3.0,25.0,42.0,17.0,25.0
5175798,Zane Adnan,399,UAlbany Great Danes,132.0787,57.7093,74.3694,109.2746,108.7003,0.5743,73.7951,99.1128,99.6769,99.9487,70.9718,53.9013,63.507,99.906,0.5217,0.6087,0.3636,0.4783,0.3478,0.625,0.25,0.325,0.3,0.5,0.6471,0.5833,42.3202,28.0167,23.0837,24.9851,25.9923,763.2149,763.5677,33.0,15.0,834.0,830.0,23.0,12.0,11.0,4.0,20.0,5.0,10.0,3.0,7.0,11.0,6.0,5.0
5241845,Colin Darby,2934,Cal State Bakersfield Roadrunners,154.8308,81.9837,72.8471,106.9056,103.7449,3.1606,69.6865,99.9318,98.6227,99.9316,64.0358,69.7458,68.2779,99.8825,0.55,0.55,0.0,0.15,0.4,0.875,0.4615,0.5,0.1429,0.5385,0.8,0.2,40.9918,10.678,10.248,18.7301,19.5161,669.7499,672.8039,29.0,16.0,716.0,698.0,20.0,11.0,3.0,0.0,13.0,6.0,7.0,1.0,2.0,8.0,2.0,8.0
5107782,Donovan Dent,167,New Mexico Lobos,112.019,95.9327,16.0864,60.4361,113.7207,-53.2846,69.371,80.8053,92.8754,93.0769,3.8646,41.4926,17.5478,99.8591,0.461,0.5175,0.3493,0.3233,0.3694,0.6903,0.4271,0.4913,0.3375,0.3801,0.7174,0.3354,37.2791,18.0717,14.6844,2368.3472,2376.6668,33.0928,36.0532,2653.0,2280.0,20.0,41.0,2063.0,951.0,667.0,233.0,1894.0,809.0,720.0,243.0,428.0,886.0,349.0,848.0
5242980,Damoni Harrison,88,Southern Indiana Screaming Eagles,103.6964,105.2422,-1.5458,109.0944,178.11,-69.0155,67.4698,53.728,67.7776,58.9744,70.3046,0.0126,7.6158,99.8356,0.4309,0.4901,0.3466,0.3417,0.3199,0.7191,0.4358,0.4976,0.346,0.3576,0.672,0.3097,37.272,16.6571,18.1958,1704.9772,1703.6895,15.5828,11.7905,1768.0,1793.0,17.0,21.0,1469.0,633.0,502.0,174.0,1471.0,641.0,526.0,182.0,284.0,635.0,310.0,633.0
5241434,Matt Krass,2627,Tarleton State Texans,118.7264,75.5567,43.1697,87.4554,109.7465,-22.2911,65.4607,94.1648,99.1838,99.2308,30.136,51.1452,36.9084,99.8121,0.5574,0.5738,0.25,0.1311,0.377,0.7826,0.4286,0.5,0.3636,0.3929,0.7812,0.625,33.1389,26.9833,9.2789,74.12,75.44,718.08,711.64,88.0,57.0,628.0,781.0,61.0,34.0,8.0,2.0,56.0,24.0,22.0,8.0,20.0,25.0,7.0,12.0
4683685,Zocko Littleton Jr.,2520,Rider Broncs,117.7187,67.8466,49.872,97.0202,112.5993,-15.5791,65.4512,93.0046,99.3709,99.5385,41.3897,44.0977,41.8807,99.7886,0.4894,0.5426,0.3333,0.3191,0.2766,0.7692,0.325,0.375,0.2353,0.425,0.75,0.12,38.5075,5.7894,12.8358,51.8185,54.5348,1245.1015,1230.0252,61.0,37.0,1208.0,1385.0,47.0,23.0,15.0,5.0,40.0,13.0,17.0,4.0,3.0,21.0,7.0,22.0
