Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Damien Daniels,159.6,293.5,19.19,98.98305084745763,79.7945205479452,98.98,78.98,51.19,96.61,11.19,27.8,0.0,0.0,10.51,33.9,0.0,13.22,2.03,13.9,20.0,44.41,Abilene Christian Wildcats
Hayden Farquhar,160.0,299.0,13.5,97.34219269102991,83.83838383838383,97.34,82.72,52.16,95.68,10.96,23.92,0.0,0.0,12.29,29.57,0.0,13.95,2.66,16.61,20.93,41.86,Abilene Christian Wildcats
Jalone Friday,409.9,830.5,12.89,90.98660170523752,78.0952380952381,90.99,79.9,49.57,93.91,8.53,24.12,0.0,0.0,12.06,29.6,0.0,11.21,4.14,18.15,24.24,41.66,Abilene Christian Wildcats
Clay Gayman,40.0,72.0,11.94,96.0,84.05797101449275,96.0,77.33,53.33,104.0,10.67,34.67,0.0,0.0,17.33,37.33,0.0,6.67,6.67,13.33,18.67,54.66,Abilene Christian Wildcats
Jaren Lewis,769.6,1495.5,11.43,93.67854741089442,82.24734042553192,93.68,83.19,50.44,95.63,9.75,25.49,0.0,0.0,11.9,30.13,0.0,11.03,3.77,16.27,23.67,42.03,Abilene Christian Wildcats
Jaylen Franklin,769.6,1495.5,11.43,93.67854741089442,82.24734042553192,93.68,83.19,50.44,95.63,9.75,25.49,0.0,0.0,11.9,30.13,0.0,11.03,3.77,16.27,23.67,42.03,Abilene Christian Wildcats
Payten Ricks,769.6,1495.5,11.43,93.67854741089442,82.24734042553192,93.68,83.19,50.44,95.63,9.75,25.49,0.0,0.0,11.9,30.13,0.0,11.03,3.77,16.27,23.67,42.03,Abilene Christian Wildcats
B.J. Maxwell,449.9,900.5,11.28,92.81705948372615,81.53846153846153,92.82,83.28,50.51,95.29,8.75,24.24,0.0,0.0,11.67,29.52,0.0,10.21,3.93,16.39,24.8,41.19,Abilene Christian Wildcats
Joe Pleasant,80.0,151.5,7.1,100.0,92.90322580645162,100.0,97.3,53.38,99.32,10.81,23.65,0.0,0.0,9.46,29.05,0.0,6.76,3.38,10.14,28.38,38.51,Abilene Christian Wildcats
Kolton Kohl,119.6,214.5,5.79,94.47004608294931,88.67924528301887,94.47,86.64,49.31,99.54,11.98,34.1,0.0,0.0,12.44,33.64,0.0,9.22,4.15,12.9,22.12,46.08,Abilene Christian Wildcats
Trey Lenox,120.0,229.5,1.83,89.38053097345133,87.55364806866953,89.38,90.27,48.23,92.92,11.5,24.34,0.0,0.0,12.83,25.22,0.0,12.83,4.42,19.91,25.66,38.05,Abilene Christian Wildcats
Pervis Louder,40.0,80.0,24.57,106.49350649350649,81.92771084337349,106.49,88.31,51.95,115.58,14.29,42.86,0.0,0.0,22.08,33.77,0.0,6.49,2.6,6.49,23.38,55.85,Air Force Falcons
Keaton Van Soelen,450.0,831.5,-0.44,91.71741778319124,92.16152019002375,91.72,94.52,47.38,96.47,8.77,29.11,0.0,0.0,12.55,33.62,0.0,8.04,1.95,16.08,22.17,46.17,Air Force Falcons
Sid Tomes,370.0,685.5,-0.95,89.45022288261517,90.40114613180515,89.45,93.76,46.21,95.99,8.92,30.76,0.0,0.0,12.63,33.88,0.0,7.58,2.23,16.64,23.63,46.51,Air Force Falcons
Ryan Swan,770.0,1441.5,-2.81,90.40333796940195,93.21799307958477,90.4,93.67,46.8,96.31,9.87,30.88,0.0,0.0,11.54,34.63,0.0,6.75,2.23,15.23,21.63,46.17,Air Force Falcons
A.J. Walker,770.0,1434.0,-3.59,91.12508735150244,94.71120389700765,91.13,95.11,46.89,96.16,10.48,31.94,0.0,0.0,11.11,33.96,0.0,6.43,2.24,14.95,21.66,45.07,Air Force Falcons
