Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Mahki Morris, Reggie Miller, Tobias Cameron",564.9,1152.0,9.48,91.61572052401746,82.13977566867989,91.62,83.14,53.01,100.61,7.95,26.11,0.0,0.0,15.46,25.68,0.0,12.4,2.45,14.85,27.34,41.14,Abilene Christian Wildcats
"Coryon Mason, Reggie Miller, Tobias Cameron",564.9,1152.0,9.48,91.61572052401746,82.13977566867989,91.62,83.14,53.01,100.61,7.95,26.11,0.0,0.0,15.46,25.68,0.0,12.4,2.45,14.85,27.34,41.14,Abilene Christian Wildcats
"Coryon Mason, Mahki Morris, Tobias Cameron",564.9,1152.0,9.48,91.61572052401746,82.13977566867989,91.62,83.14,53.01,100.61,7.95,26.11,0.0,0.0,15.46,25.68,0.0,12.4,2.45,14.85,27.34,41.14,Abilene Christian Wildcats
"Airion Simmons, Reggie Miller, Tobias Cameron",564.9,1152.0,9.48,91.61572052401746,82.13977566867989,91.62,83.14,53.01,100.61,7.95,26.11,0.0,0.0,15.46,25.68,0.0,12.4,2.45,14.85,27.34,41.14,Abilene Christian Wildcats
"Airion Simmons, Mahki Morris, Tobias Cameron",564.9,1152.0,9.48,91.61572052401746,82.13977566867989,91.62,83.14,53.01,100.61,7.95,26.11,0.0,0.0,15.46,25.68,0.0,12.4,2.45,14.85,27.34,41.14,Abilene Christian Wildcats
"Airion Simmons, Coryon Mason, Tobias Cameron",564.9,1152.0,9.48,91.61572052401746,82.13977566867989,91.62,83.14,53.01,100.61,7.95,26.11,0.0,0.0,15.46,25.68,0.0,12.4,2.45,14.85,27.34,41.14,Abilene Christian Wildcats
"Airion Simmons, Coryon Mason, Mahki Morris",804.9,1627.5,8.07,89.9876390605686,81.9181429444105,89.99,82.88,51.3,99.81,8.03,26.33,0.0,0.0,14.71,25.83,0.0,13.23,2.35,14.89,27.26,40.54,Abilene Christian Wildcats
"Airion Simmons, Coryon Mason, Reggie Miller",804.9,1627.5,8.07,89.9876390605686,81.9181429444105,89.99,82.88,51.3,99.81,8.03,26.33,0.0,0.0,14.71,25.83,0.0,13.23,2.35,14.89,27.26,40.54,Abilene Christian Wildcats
"Airion Simmons, Mahki Morris, Reggie Miller",804.9,1627.5,8.07,89.9876390605686,81.9181429444105,89.99,82.88,51.3,99.81,8.03,26.33,0.0,0.0,14.71,25.83,0.0,13.23,2.35,14.89,27.26,40.54,Abilene Christian Wildcats
"Coryon Mason, Mahki Morris, Reggie Miller",884.9,1782.5,5.38,89.49745906267646,84.11371237458194,89.5,85.21,51.1,99.6,8.02,26.6,0.0,0.0,14.51,25.3,0.0,12.93,2.2,14.91,27.67,39.81,Abilene Christian Wildcats
"Airion Simmons, Cameron Steele, Mahki Morris",240.0,475.5,4.67,86.04651162790698,81.3807531380753,86.05,82.24,47.15,97.89,8.25,26.85,0.0,0.0,12.9,26.22,0.0,15.22,2.11,15.01,27.06,39.12,Abilene Christian Wildcats
"Airion Simmons, Cameron Steele, Coryon Mason",240.0,475.5,4.67,86.04651162790698,81.3807531380753,86.05,82.24,47.15,97.89,8.25,26.85,0.0,0.0,12.9,26.22,0.0,15.22,2.11,15.01,27.06,39.12,Abilene Christian Wildcats
"Airion Simmons, Cameron Steele, Reggie Miller",240.0,475.5,4.67,86.04651162790698,81.3807531380753,86.05,82.24,47.15,97.89,8.25,26.85,0.0,0.0,12.9,26.22,0.0,15.22,2.11,15.01,27.06,39.12,Abilene Christian Wildcats
"Cameron Steele, Mahki Morris, Reggie Miller",320.0,630.5,-2.09,85.62300319488818,87.71653543307086,85.62,88.98,47.6,97.76,8.15,27.48,0.0,0.0,12.78,24.6,0.0,13.9,1.76,15.02,28.27,37.38,Abilene Christian Wildcats
"Cameron Steele, Coryon Mason, Reggie Miller",320.0,630.5,-2.09,85.62300319488818,87.71653543307086,85.62,88.98,47.6,97.76,8.15,27.48,0.0,0.0,12.78,24.6,0.0,13.9,1.76,15.02,28.27,37.38,Abilene Christian Wildcats
"Cameron Steele, Coryon Mason, Mahki Morris",320.0,630.5,-2.09,85.62300319488818,87.71653543307086,85.62,88.98,47.6,97.76,8.15,27.48,0.0,0.0,12.78,24.6,0.0,13.9,1.76,15.02,28.27,37.38,Abilene Christian Wildcats
"Cameron Steele, Immanuel Allen, Reggie Miller",80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
"Coryon Mason, Immanuel Allen, Mahki Morris",80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
"Coryon Mason, Immanuel Allen, Reggie Miller",80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
"Immanuel Allen, Mahki Morris, Reggie Miller",80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
"Cameron Steele, Coryon Mason, Immanuel Allen",80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
"Cameron Steele, Immanuel Allen, Mahki Morris",80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
