Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Clay Gayman,244.5,500.0,15.8,93.71196754563894,77.90927021696253,93.71,80.12,53.75,95.13,7.71,24.95,0.0,0.0,12.37,31.03,0.0,10.75,3.25,17.24,27.18,43.4,Abilene Christian Wildcats
Damien Daniels,240.0,509.5,11.28,89.10505836575877,77.82178217821783,89.11,76.46,51.95,94.36,6.81,22.37,0.0,0.0,13.04,23.74,0.0,11.67,3.5,18.68,26.46,36.78,Abilene Christian Wildcats
Joe Pleasant,564.5,1158.5,10.94,90.12027491408935,79.18473547267996,90.12,78.44,51.55,94.85,8.08,24.74,0.0,0.0,13.66,26.12,0.0,11.51,3.35,18.81,27.06,39.78,Abilene Christian Wildcats
Coryon Mason,609.5,1236.0,10.56,90.24979854955681,79.69130787977254,90.25,79.05,51.41,95.17,8.14,25.14,0.0,0.0,13.62,26.67,0.0,11.36,3.3,18.45,26.67,40.29,Abilene Christian Wildcats
Payten Ricks,649.5,1326.5,10.04,89.82667671439337,79.78883861236802,89.83,79.73,51.47,95.25,7.84,24.87,0.0,0.0,13.72,26.83,0.0,11.15,3.39,18.46,27.13,40.55,Abilene Christian Wildcats
Reggie Miller,409.5,817.0,9.28,90.28290282902829,80.99878197320342,90.28,81.8,51.17,95.82,8.49,26.45,0.0,0.0,14.15,28.78,0.0,10.82,3.32,18.33,27.55,42.93,Abilene Christian Wildcats
Kolton Kohl,405.0,826.5,6.58,87.52997601918466,80.95238095238095,87.53,79.5,50.12,95.32,7.91,24.82,0.0,0.0,14.51,24.34,0.0,11.39,3.48,19.18,27.1,38.85,Abilene Christian Wildcats
Hayden Howell,85.0,168.0,3.92,87.73006134969326,83.8150289017341,87.73,88.96,50.92,98.16,6.13,25.77,0.0,0.0,14.11,31.9,0.0,8.59,3.68,15.95,27.61,46.01,Abilene Christian Wildcats
Trey Lenox,40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
A.J. Walker,680.0,1322.0,-8.1,91.82437547312642,99.9244142101285,91.82,100.08,47.84,96.82,11.66,32.25,0.0,0.0,12.72,32.93,0.0,6.74,1.06,15.9,22.03,45.65,Air Force Falcons
Ryan Swan,760.0,1482.0,-8.9,91.63857046527309,100.54017555705603,91.64,100.4,48.21,97.03,11.13,31.02,0.0,0.0,12.81,32.5,0.0,6.54,1.01,15.78,22.12,45.31,Air Force Falcons
Lavelle Scottie,800.0,1558.0,-9.31,90.94412331406551,100.25657472738936,90.94,100.39,47.91,96.53,10.98,31.09,0.0,0.0,12.52,32.88,0.0,6.49,1.03,15.99,22.35,45.4,Air Force Falcons
Caleb Morris,640.0,1240.0,-9.32,91.40308191403082,100.72173215717723,91.4,101.87,47.45,95.78,11.6,32.44,0.0,0.0,12.41,33.01,0.0,6.57,1.05,16.63,23.03,45.42,Air Force Falcons
Chris Joyce,200.0,388.0,-9.41,90.07832898172323,99.49109414758269,90.08,102.09,47.0,97.13,11.49,31.33,0.0,0.0,13.58,34.73,0.0,5.48,1.31,16.45,25.85,48.31,Air Force Falcons
Sid Tomes,680.0,1319.5,-9.41,90.13657056145675,99.5457986373959,90.14,99.77,47.65,96.59,10.24,30.5,0.0,0.0,12.75,33.38,0.0,6.45,0.91,16.16,22.08,46.13,Air Force Falcons
Keaton Van Soelen,200.0,397.0,-13.23,89.33002481389578,102.55754475703324,89.33,99.5,49.88,95.53,9.93,28.29,0.0,0.0,9.18,31.51,0.0,6.7,1.24,13.65,20.84,40.69,Air Force Falcons
LeSean Brown,40.0,83.5,-14.74,82.75862068965517,97.5,82.76,89.66,49.43,95.4,3.45,16.09,0.0,0.0,13.79,27.59,0.0,4.6,0.0,18.39,17.24,41.38,Air Force Falcons
Camron Reece,40.0,85.5,14.12,100.0,85.88235294117646,100.0,84.88,55.81,103.49,9.3,29.07,0.0,0.0,18.6,43.02,0.0,5.81,2.33,15.12,20.93,61.62,Akron Zips
Channel Banks,720.0,1387.0,8.86,97.27207465900933,88.41419261404779,97.27,87.65,52.62,98.42,11.77,32.81,0.0,0.0,13.57,35.03,0.0,6.68,3.37,15.15,23.76,48.6,Akron Zips
Deng Riak,720.0,1387.0,8.86,97.27207465900933,88.41419261404779,97.27,87.65,52.62,98.42,11.77,32.81,0.0,0.0,13.57,35.03,0.0,6.68,3.37,15.15,23.76,48.6,Akron Zips
Loren Cristian Jackson,720.0,1387.0,8.86,97.27207465900933,88.41419261404779,97.27,87.65,52.62,98.42,11.77,32.81,0.0,0.0,13.57,35.03,0.0,6.68,3.37,15.15,23.76,48.6,Akron Zips
Xeyrius Williams,720.0,1387.0,8.86,97.27207465900933,88.41419261404779,97.27,87.65,52.62,98.42,11.77,32.81,0.0,0.0,13.57,35.03,0.0,6.68,3.37,15.15,23.76,48.6,Akron Zips
Tyler Cheese,680.0,1301.5,8.51,97.09257842387146,88.58024691358025,97.09,87.83,52.41,98.09,11.94,33.05,0.0,0.0,13.24,34.51,0.0,6.73,3.44,15.15,23.95,47.75,Akron Zips
Brandon Miller,120.0,226.5,1.07,81.97424892703863,80.9090909090909,81.97,76.39,48.93,107.3,5.15,22.32,0.0,0.0,19.74,35.19,0.0,7.73,3.86,12.45,21.03,54.93,Alabama A&M Bulldogs
TJ Parham,200.0,381.5,-3.98,76.28865979381443,80.26666666666667,76.29,77.58,45.36,101.8,4.64,20.62,0.0,0.0,17.27,33.76,0.0,6.7,3.09,15.46,23.97,51.03,Alabama A&M Bulldogs
EJ Williams,479.7,878.0,-7.56,78.57142857142857,86.1353711790393,78.57,93.93,45.95,100.24,6.19,20.36,0.0,0.0,16.07,34.4,0.0,6.67,3.57,15.83,23.81,50.47,Alabama A&M Bulldogs
Evan Wiley,279.7,537.5,-8.41,76.72253258845437,85.13011152416357,76.72,85.29,45.25,96.09,5.77,20.11,0.0,0.0,13.78,33.52,0.0,5.4,1.86,17.69,27.75,47.3,Alabama A&M Bulldogs
Cameron Tucker,599.7,1113.5,-9.01,76.71614100185529,85.72671888598782,76.72,91.37,45.18,98.61,5.75,19.85,0.0,0.0,15.31,33.49,0.0,6.4,3.15,16.7,24.3,48.8,Alabama A&M Bulldogs
Garrett Hicks,559.7,1038.0,-9.06,75.94810379241517,85.00931098696462,75.95,91.12,45.11,98.2,5.59,18.96,0.0,0.0,14.97,33.43,0.0,6.49,2.89,16.77,25.15,48.4,Alabama A&M Bulldogs
Cameron Alford,519.7,962.5,-11.33,76.2214983713355,87.54980079681275,76.22,95.44,44.3,96.85,6.08,20.2,0.0,0.0,14.55,33.12,0.0,5.97,3.26,17.7,24.21,47.67,Alabama A&M Bulldogs
Jalen Johnson,240.0,430.0,-16.83,73.1457800511509,89.97867803837953,73.15,107.93,43.22,95.4,5.88,17.65,0.0,0.0,13.81,31.2,0.0,6.91,4.09,18.41,20.97,45.01,Alabama A&M Bulldogs
John Petty Jr.,620.0,1339.0,4.58,92.03606311044328,87.4536005939124,92.04,88.5,49.06,98.42,12.17,35.69,0.0,0.0,14.35,30.5,0.0,6.91,4.81,15.93,24.12,44.85,Alabama Crimson Tide
Alex Reese,650.0,1412.5,4.42,93.82540809084458,89.40677966101694,93.83,89.85,49.75,99.08,12.49,36.48,0.0,0.0,14.27,30.31,0.0,6.6,5.11,15.19,23.42,44.58,Alabama Crimson Tide
Herbert Jones,570.0,1232.0,2.56,91.49797570850203,88.93409275834011,91.5,88.5,49.88,99.43,11.66,34.9,0.0,0.0,14.41,30.04,0.0,6.56,4.53,14.98,22.91,44.45,Alabama Crimson Tide
Kira Lewis Jr.,740.0,1599.0,2.51,92.22082810539524,89.713216957606,92.22,90.28,49.37,99.0,12.11,35.95,0.0,0.0,14.3,29.92,0.0,6.65,4.71,15.31,23.84,44.22,Alabama Crimson Tide
Jaden Shackelford,660.0,1428.5,2.03,92.26985242445538,90.2370990237099,92.27,90.93,49.19,98.31,12.58,37.1,0.0,0.0,14.2,29.3,0.0,7.03,4.43,15.88,24.53,43.5,Alabama Crimson Tide
Javian Davis,210.0,463.5,0.97,93.47826086956522,92.50535331905782,93.48,93.91,49.57,98.26,12.61,36.09,0.0,0.0,13.48,30.0,0.0,6.74,4.78,15.22,26.3,43.48,Alabama Crimson Tide
Galin Smith,210.0,440.5,-4.71,87.18535469107552,91.8918918918919,87.19,93.36,47.83,101.6,9.38,32.49,0.0,0.0,14.65,29.75,0.0,5.03,4.58,13.04,22.43,44.4,Alabama Crimson Tide
James Bolden,40.0,80.0,-10.06,97.53086419753086,107.59493670886076,97.53,104.94,50.62,102.47,14.81,44.44,0.0,0.0,17.28,23.46,0.0,6.17,3.7,14.81,22.22,40.74,Alabama Crimson Tide
Kevin Holston,120.0,234.0,12.47,78.99159663865547,66.52173913043478,78.99,64.29,44.12,95.8,8.82,28.99,0.0,0.0,21.43,36.97,0.0,7.56,2.94,25.63,25.21,58.4,Alabama State Hornets
Jeremy Hamilton,120.0,231.0,7.62,80.7017543859649,73.07692307692307,80.7,75.0,41.67,95.18,9.21,30.7,0.0,0.0,18.86,37.72,0.0,6.14,2.19,23.68,27.19,56.58,Alabama State Hornets
Brandon Battle,440.0,837.0,-0.41,80.6831566548881,81.0909090909091,80.68,78.8,44.76,98.47,8.01,26.86,0.0,0.0,18.61,35.1,0.0,8.01,2.59,20.14,25.32,53.71,Alabama State Hornets
Leon Daniels,520.0,996.5,-2.51,79.64250248262165,82.1501014198783,79.64,80.44,44.19,99.11,8.24,28.1,0.0,0.0,19.76,34.06,0.0,8.54,3.18,20.66,25.62,53.82,Alabama State Hornets
Tobi Ewuosho,600.0,1174.0,-2.52,79.0677966101695,81.59246575342466,79.07,80.76,43.81,97.71,8.14,27.63,0.0,0.0,18.64,33.39,0.0,8.64,3.39,20.93,25.85,52.03,Alabama State Hornets
Austin Rogers,80.0,177.5,-2.85,75.72254335260115,78.57142857142857,75.72,82.66,41.62,89.6,7.51,24.86,0.0,0.0,12.14,29.48,0.0,9.25,4.62,22.54,27.17,41.62,Alabama State Hornets
DJ Heath,400.0,782.0,-4.98,80.45685279187818,85.4381443298969,80.46,84.14,44.92,98.86,7.99,26.65,0.0,0.0,17.51,32.74,0.0,8.76,3.17,18.65,25.0,50.25,Alabama State Hornets
Decardo Day,400.0,764.0,-5.36,78.96774193548387,84.32934926958832,78.97,81.94,44.26,98.71,7.61,26.45,0.0,0.0,18.84,33.55,0.0,8.9,3.23,20.13,25.94,52.39,Alabama State Hornets
Jacoby Ross,120.0,252.5,-6.66,76.61290322580645,83.26848249027238,76.61,86.29,42.74,94.76,7.66,27.02,0.0,0.0,16.13,29.03,0.0,9.27,4.44,21.37,25.4,45.16,Alabama State Hornets
Tyrese Robinson,160.0,337.0,-7.87,74.92447129909365,82.79883381924198,74.92,85.8,41.39,95.77,8.46,29.61,0.0,0.0,18.73,29.0,0.0,10.27,5.44,22.96,27.19,47.73,Alabama State Hornets
AJ Farrar,40.0,84.5,-11.52,69.87951807228916,81.3953488372093,69.88,84.34,37.35,98.8,10.84,37.35,0.0,0.0,26.51,28.92,0.0,13.25,8.43,27.71,32.53,55.43,Alabama State Hornets
Brent Hank,523.2,1015.0,-0.15,88.88888888888889,89.04244817374136,88.89,88.69,47.1,96.56,12.39,34.22,0.0,0.0,14.16,34.41,0.0,8.46,3.24,17.6,21.63,48.57,Albany Great Danes
Cameron Healy,365.0,718.0,-0.86,89.54607977991746,90.40902679830748,89.55,88.17,49.66,97.8,10.59,29.57,0.0,0.0,13.76,33.43,0.0,8.12,3.16,15.96,21.18,47.19,Albany Great Danes
Trey Hutcheson,563.2,1089.5,-1.45,88.31050228310502,89.76014760147602,88.31,88.86,47.49,97.08,11.42,32.88,0.0,0.0,14.06,34.06,0.0,8.31,3.56,16.99,21.46,48.12,Albany Great Danes
