Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Hunter Jack Madden, Leonardo Bettiol, Nasir DeGruy",35.8,73.0,20.9,81.42857142857143,60.526315789473685,81.43,65.71,42.86,94.29,1.43,15.71,0.0,0.0,15.71,34.29,0.0,24.29,2.86,21.43,30.0,50.0,Abilene Christian Wildcats
"Dontrez Williams, Leonardo Bettiol, Rich Smith",24.5,45.5,20.83,100.0,79.16666666666666,100.0,88.37,55.81,104.65,4.65,13.95,0.0,0.0,23.26,23.26,0.0,13.95,4.65,18.6,30.23,46.52,Abilene Christian Wildcats
"Bradyn Hubbard, Hunter Jack Madden, Yaniel Rivera",16.5,32.5,19.35,100.0,80.64516129032258,100.0,73.53,52.94,108.82,11.76,32.35,0.0,0.0,20.59,29.41,0.0,5.88,8.82,11.76,26.47,50.0,Abilene Christian Wildcats
"Dontrez Williams, Leonardo Bettiol, Quion Williams",24.6,45.0,18.95,97.67441860465115,78.72340425531915,97.67,86.05,53.49,109.3,2.33,18.6,0.0,0.0,25.58,37.21,0.0,9.3,4.65,16.28,46.51,62.79,Abilene Christian Wildcats
"Leonardo Bettiol, Nasir DeGruy, Quion Williams",42.9,84.0,14.78,78.3132530120482,63.52941176470588,78.31,65.06,40.96,95.18,2.41,20.48,0.0,0.0,14.46,31.33,0.0,21.69,6.02,19.28,32.53,45.79,Abilene Christian Wildcats
"Bradyn Hubbard, Cade Hornecker, Rich Smith",30.0,63.0,13.66,87.09677419354838,73.4375,87.1,75.81,48.39,104.84,4.84,17.74,0.0,0.0,22.58,35.48,0.0,12.9,6.45,17.74,30.65,58.06,Abilene Christian Wildcats
"Christian Alston, Hunter Jack Madden, Leonardo Bettiol",16.4,36.0,11.92,88.23529411764706,76.31578947368422,88.24,85.29,47.06,91.18,0.0,8.82,0.0,0.0,11.76,23.53,0.0,29.41,2.94,20.59,23.53,35.29,Abilene Christian Wildcats
"Dontrez Williams, Hunter Jack Madden, Leonardo Bettiol",28.6,54.5,11.77,94.23076923076923,82.45614035087719,94.23,90.38,50.0,100.0,3.85,17.31,0.0,0.0,21.15,32.69,0.0,7.69,1.92,21.15,36.54,53.84,Abilene Christian Wildcats
"Christian Alston, Hunter Jack Madden, Quion Williams",18.0,40.5,10.56,86.11111111111111,75.55555555555556,86.11,94.44,47.22,105.56,0.0,16.67,0.0,0.0,22.22,27.78,0.0,22.22,2.78,16.67,25.0,50.0,Abilene Christian Wildcats
"Bradyn Hubbard, Hunter Jack Madden, Nasir DeGruy",43.8,92.5,9.99,80.64516129032258,70.65217391304348,80.65,69.89,49.46,105.38,3.23,18.28,0.0,0.0,22.58,19.35,0.0,17.2,1.08,17.2,27.96,41.93,Abilene Christian Wildcats
